index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://futurezone.at/cm/backwaren-stickstoff-gase-lebensmittel-anbieter/403179195,https://futurezone.at/cm/backwaren-stickstoff-gase-lebensmittel-anbieter/403179195,0,futurezone.at,"Eiskalt gefroren, heiß gebacken: Das Geheimnis hinter Tiefkühl-Croissants",Hightech fürs Frühstück: Croissants zwischen CO₂-Schnee und Stickstoffnebel. Wie „Kryotherapie für Lebensmittel“ die Produktqualität schützt.,https://image.futurezone.at/images/facebook/9314877/jhunelle-francis-sardido-btshsq77kju-unsplash_.jpg?versionId=805302707b44,2026-09-03T07:51:05Z,,"Hightech fürs Frühstück: Croissants zwischen CO-Schnee und Stickstoffnebel. Wie Kryotherapie für Lebensmittel die Produktqualität schützt.
Toggle Infobox
<ul><li>Kryogenes Frosten schützt die Produ… [+5830 chars]",,de,'Eis Frost'
https://www.bild.de/leben-wissen/reisen/mount-everest-urin-von-bergsteigern-laesst-gletscher-schmelzen-6a9bb52e181cb962d48844df,https://www.bild.de/leben-wissen/reisen/mount-everest-urin-von-bergsteigern-laesst-gletscher-schmelzen-6a9bb52e181cb962d48844df,0,www.bild.de,Pipi-Problem am Mount Everest - Bergsteiger-Urin lässt Gletscher schmelzen,Der Mount Everest kämpft mit Massen von Bergsteigern. Und deren auf dem Eis abgelagerter Urin könnte jedes Jahr mehr als 150 Tonnen Eis und Schnee schmelzen.,"https://images.bild.de/6a9bb52e181cb962d48844df/f7ab9498bd3ea5b5563f594d4d39f534,2371f852?w=1280",2026-09-05T07:26:39Z,,TTS-Player überspringenArtikel weiterlesenKathmandu (Nepal) Seit 50 Millionen Jahren trotzt der Mount Everest den Widrigkeiten der Natur. Jetzt bekommt er es mit einer ungewöhnlichen Bedrohung zu tun… [+2613 chars],,de,'Schnee Eis'
https://www.faz.net/aktuell/rhein-main/region-und-hessen/wie-ein-ski-club-im-taunus-ohne-schnee-bestehen-will-accg-201181874.html,https://www.faz.net/aktuell/rhein-main/region-und-hessen/wie-ein-ski-club-im-taunus-ohne-schnee-bestehen-will-accg-201181874.html,0,www.faz.net,125 Jahre Ski-Club Taunus: Als der Taunus noch ein Schneeparadies war,"Pisten, Schanzen, Rennen: All das gab es auch einmal im Mittelgebirge. 125 Jahre nach seiner Gründung muss sich der Ski-Club Taunus nun neu positionieren. Er wird vom Schneesport- zum Outdoorverein.",https://media0.faz.net/image/w1200h627/f6d808e54e2a/w3849h2011x0y151o/202609/43601.0.2495871595/trockenkurs-training-beim-ski.webp,2026-09-05T09:34:48Z,,"Die erste Skitour führt zur Wasserkuppe, die erste Clubfahrt an den Arlberg. Aber auch im Taunus liegt in den Jahren nach der Jahrhundertwende reichlich Schnee, nicht bloß in der Rhön und in den Alpe… [+3742 chars]",,de,'Schnee Ski'
https://www.nzz.ch/sport/rad/ultracycling-nathalie-schneitter-bezwingt-kirgistans-extreme-ld.10022213,https://www.nzz.ch/sport/rad/ultracycling-nathalie-schneitter-bezwingt-kirgistans-extreme-ld.10022213,0,www.nzz.ch,Von 50 Grad bis Schneesturm – so gewann Nathalie Schneitter eines der härtesten Ultra-Bike-Rennen der Welt in Kirgistan,"Sie war als Mountainbikerin an den Olympischen Spielen, ist Weltmeisterin auf dem E-Bike und führt den Verband der Schweizer Veloindustrie. Das «Velochamäleon» spürt ständig neue Herausforderungen auf.","https://img-msp-prod.nzz.ch/2026/09/03/ab1319ad-4b2a-4c10-8a9a-ae71071c35e7.jpg?width=1200&height=674&fit=bounds&quality=75&auto=webp&crop=7151,4022,x0,y274&wmark=nzz",2026-09-06T03:30:00Z,,"Sie war als Mountainbikerin an den Olympischen Spielen, ist Weltmeisterin auf dem E-Bike und führt den Verband der Schweizer Veloindustrie. Das «Velochamäleon» spürt ständig neue Herausforderungen au… [+8355 chars]",,de,'Schneefall'
https://ooe.orf.at/stories/3370113/,https://ooe.orf.at/stories/3370113/,0,ooe.orf.at,Gletscherspalten werden immer gefährlicher,"Am Wochenende sind zwei deutsche Bergsteiger auf dem Dachstein in eine Gletscherspalte gestürzt. Sie überlebten. Die Bedingungen auf dem Dachstein werden für solche Touren immer schwieriger. Wo normalerweise Schnee das Gletschereis bedeckt, liegt es heuer vie…",https://ibs.orf.at/ooe?image=https%3A%2F%2Foekastatic.orf.at%2Fmims%2F2026%2F37%2F93%2Fcrops%2Fw%3D1200%2Ch%3D627%2Cq%3D75%2F3174059_master_1230793_260906_ooeh_rettung_aus_gletscherspalte_00_02_06_04.jpg%3Fs%3Db7913c600d52af022ecf57c670ebbd3f963db46b,2026-09-07T05:23:34Z,,In einem zehnstündigen Einsatz wurden in der Nacht auf Sonntag zwei deutsche Klettersteiggeher aus einer Gletscherspalte auf dem Hohen Dachstein gerettet. Sie stürzten 15 Meter tief auf den Boden der… [+1599 chars],,de,'Schnee Eis'
https://www.sueddeutsche.de/panorama/mount-everest-urin-studie-gletscher-schmelzen-li.3533662,https://www.sueddeutsche.de/panorama/mount-everest-urin-studie-gletscher-schmelzen-li.3533662,0,www.sueddeutsche.de,Himalaya: Gelber Schnee am Everest,"6000 Liter Urin fließen täglich im Everest-Basislager – Forscher haben nun berechnet, wie viel Gletschereis dadurch wegschmilzt. Die Ergebnisse heizen die alte Debatte an, wie lange das Lager noch nutzbar ist.",https://www.sueddeutsche.de/2025/10/05/bf200af9-a881-43a1-862e-b286a1933353.jpg?q=60&fm=webp&width=1200&rect=0%2C375%2C4000%2C2250,2026-09-07T12:30:13Z,,"Gelber Schnee ist an hohen, stark frequentierten Bergen wie dem Mont Blanc, dem Kilimandscharo und dem Mount Everest ein ernsthaftes Problem, nicht nur optisch. Eine im Juli 2026 in der Fachzeitschri… [+2992 chars]",,de,'Schnee Klimawandel'
https://www.focus.de/panorama/welt/skigebiet-in-tirol-will-bereits-am-26-september-oeffnen-sogar-eine-woche-frueher-als-voriges-jahr_a61db2ff-c410-4d7b-8c36-48288b439373.html,https://www.focus.de/panorama/welt/skigebiet-in-tirol-will-bereits-am-26-september-oeffnen-sogar-eine-woche-frueher-als-voriges-jahr_a61db2ff-c410-4d7b-8c36-48288b439373.html,0,www.focus.de,Skigebiet in Tirol will bereits am 26. September öffnen: „Sogar eine Woche früher als voriges Jahr”,"Am Kaunertaler Gletscher soll die Skisaison dieses Jahr außergewöhnlich früh starten. Möglich macht das ein Trick mit Schnee vom Vorjahr – während Berichte zeigen, wie dramatisch die Alpengletscher gerade schrumpfen.","https://quadro.burda-forward.de/ctf/377494c2-8be3-4581-a1ed-a283b61a4f3b.5d19a7b6-c74f-4a68-9d34-44f939b0c3c1.jpg?im=RegionOfInterestCrop=(1200,630),regionOfInterest=(1278,885)&hash=cb79a52cb9540ed83313fc9c1a7c8accaf5267775c143f0d6bfaf3f6b53926aa",2026-09-10T10:04:00Z,,"Am Kaunertaler Gletscher in Tirol soll die Wintersaison in diesem Jahr außergewöhnlich früh beginnen: Wir legen heuer am 26. September los, sogar eine Woche früher als voriges Jahr. Der Termin steht,… [+4860 chars]",,de,'Schnee Eis'
https://www.focus.de/panorama/welt/saison-startet-frueher-skigebiet-in-tirol-will-bereits-am-26-september-oeffnen_a61db2ff-c410-4d7b-8c36-48288b439373.html,https://www.focus.de/panorama/welt/saison-startet-frueher-skigebiet-in-tirol-will-bereits-am-26-september-oeffnen_a61db2ff-c410-4d7b-8c36-48288b439373.html,0,www.focus.de,Saison startet früher: Skigebiet in Tirol will bereits am 26. September öffnen,"Am Kaunertaler Gletscher soll die Skisaison dieses Jahr außergewöhnlich früh starten. Möglich macht das ein Trick mit Schnee vom Vorjahr – während Berichte zeigen, wie dramatisch die Alpengletscher gerade schrumpfen.","https://quadro.burda-forward.de/ctf/377494c2-8be3-4581-a1ed-a283b61a4f3b.5d19a7b6-c74f-4a68-9d34-44f939b0c3c1.jpg?im=RegionOfInterestCrop=(1200,630),regionOfInterest=(1278,885)&hash=cb79a52cb9540ed83313fc9c1a7c8accaf5267775c143f0d6bfaf3f6b53926aa",2026-09-11T09:34:00Z,,"Am Kaunertaler Gletscher in Tirol soll die Wintersaison in diesem Jahr außergewöhnlich früh beginnen: Wir legen heuer am 26. September los, sogar eine Woche früher als voriges Jahr. Der Termin steht,… [+4860 chars]",,de,'Schnee Eis'
https://www.sueddeutsche.de/bayern/bayern-trockenheit-hitze-almwirtschaft-li.3545991,https://www.sueddeutsche.de/bayern/bayern-trockenheit-hitze-almwirtschaft-li.3545991,0,www.sueddeutsche.de,Extremes Hitzejahr: Wassermangel prägte auch den Sommer in den Alpen,"Kaum Schnee, kaum Regen, leere Brunnen und spärlicher Bewuchs: Die Bauern am Alpenrand mussten ihre Tiere mit viel Mühe durch die Sommermonate bringen. Am Klimawandel zweifeln sie nicht.",https://www.sueddeutsche.de/2026/09/11/ffa39612-ff58-421e-843b-d1825f3dfe10.jpg?q=60&fm=webp&width=1200&rect=0%2C89%2C4000%2C2250,2026-09-11T10:48:16Z,,"Im Allgäu finden in den kommenden Wochen die traditionellen Viehscheide statt. Am Freitag starteten die volksfestähnlichen Veranstaltungen, bei denen die Rinder oft prachtvoll geschmückt ins Tal gefü… [+2341 chars]",,de,'Schnee Klimawandel'
https://www.bild.de/leben-wissen/wohnen-living/gartenarbeit-im-september-was-jetzt-gepflanzt-und-gesaet-wird-6aa27dd6181cb962d488a778,https://www.bild.de/leben-wissen/wohnen-living/gartenarbeit-im-september-was-jetzt-gepflanzt-und-gesaet-wird-6aa27dd6181cb962d488a778,0,www.bild.de,Vor Kälteeinbruch - Was im Herbst im Garten zu tun ist,"Stauden, Blumenzwiebeln, Gehölze und Rasen brauchen jetzt Pflege. Welche Arbeiten anstehen und was Sie besser stehen lassen.","https://images.bild.de/6aa27dd6181cb962d488a778/f0e544595c65297eed840070df2b0b48,729801e1?w=1280",2026-09-14T08:56:44Z,,"TTS-Player überspringenArtikel weiterlesenDer Sommer verabschiedet sich, doch im Garten beginnt eine wichtige Arbeitsphase. Wer jetzt pflanzt, nachsät und den Balkon neu bestückt, schafft gute Voraus… [+4429 chars]",,de,'Kälteeinbruch'
