index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://www.zeit.de/news/2026-04/01/frostige-naechte-und-wechselwetter-in-berlin-und-brandenburg,https://www.zeit.de/news/2026-04/01/frostige-naechte-und-wechselwetter-in-berlin-und-brandenburg,0,www.zeit.de,Wetter vor Ostern: Frostige Nächte und Wechselwetter in Berlin und Brandenburg,Hier finden Sie Informationen zu dem Thema „Wetter vor Ostern“. Lesen Sie jetzt „Frostige Nächte und Wechselwetter in Berlin und Brandenburg“.,https://img.zeit.de/news/2026-04/01/frostige-naechte-und-wechselwetter-in-berlin-und-brandenburg-image-group/wide__1300x731,2026-04-01T03:38:48Z,,Das Wetter bleibt in Berlin und Brandenburg zum Start in den April weiterhin nicht stabil. Wolken und Sonne wechseln sich laut dem Deutschen Wetterdienst (DWD) am Mittwoch ab. Es werden zwischen 10 u… [+780 chars],,de,'Frost'
https://www.zeit.de/news/2026-04/01/tagsueber-heiter-und-nachts-frost-in-hessen,https://www.zeit.de/news/2026-04/01/tagsueber-heiter-und-nachts-frost-in-hessen,0,www.zeit.de,Wetter: Tagsüber heiter und nachts Frost in Hessen,Hier finden Sie Informationen zu dem Thema „Wetter“. Lesen Sie jetzt „Tagsüber heiter und nachts Frost in Hessen“.,https://img.zeit.de/news/2026-04/01/tagsueber-heiter-und-nachts-frost-in-hessen-image-group/wide__1300x731,2026-04-01T04:39:44Z,,"Der April startet in Hessen so, wie er bekannt ist: wechselhaft. Am Mittwoch soll es erst wolkig und dann im Tagesverlauf zunehmend heiter werden, schreibt der Deutsche Wetterdienst (DWD) in Offenbac… [+480 chars]",,de,'Frost'
https://www.zeit.de/news/2026-04/01/frostiges-fruehlingswetter-in-rheinland-pfalz-und-saarland,https://www.zeit.de/news/2026-04/01/frostiges-fruehlingswetter-in-rheinland-pfalz-und-saarland,0,www.zeit.de,Wetter: Frostiges Frühlingswetter in Rheinland-Pfalz und Saarland,Hier finden Sie Informationen zu dem Thema „Wetter“. Lesen Sie jetzt „Frostiges Frühlingswetter in Rheinland-Pfalz und Saarland“.,https://img.zeit.de/news/2026-04/01/frostiges-fruehlingswetter-in-rheinland-pfalz-und-saarland-image-group/wide__1300x731,2026-04-01T05:04:49Z,,"In Rheinland-Pfalz und dem Saarland wird freundliches Wetter erwartet. Nach nächtlichem Frost klettern die Temperaturen auf 8 bis 13 Grad, schreibt der Deutsche Wetterdienst (DWD). Im Tagesverlauf ve… [+454 chars]",,de,'Frost'
https://www.zeit.de/news/2026-04/01/wegen-glatter-strassen-umgekippter-lkw-blockiert-landstrasse,https://www.zeit.de/news/2026-04/01/wegen-glatter-strassen-umgekippter-lkw-blockiert-landstrasse,0,www.zeit.de,Wetter: Wegen glatter Straßen: Umgekippter Lkw blockiert Landstraße,Hier finden Sie Informationen zu dem Thema „Wetter“. Lesen Sie jetzt „Wegen glatter Straßen: Umgekippter Lkw blockiert Landstraße“.,https://img.zeit.de/news/2026-04/01/wegen-glatter-strassen-umgekippter-lkw-blockiert-landstrasse-image-group/wide__1300x731,2026-04-01T05:20:10Z,,Glatte Straßen und Schnee haben im Süden Baden-Württembergs zu mehreren Unfällen geführt. Im Ostalbkreis ist am Morgen ein Lastwagen auf schneebedeckter Fahrbahn umgekippt. Laut einem Polizeisprecher… [+800 chars],,de,'glatte Straßen'
https://www.stern.de/gesellschaft/regional/baden-wuerttemberg/wetter--wegen-glatter-strassen--umgekippter-lkw-blockiert-landstrasse-37273670.html,https://www.stern.de/gesellschaft/regional/baden-wuerttemberg/wetter--wegen-glatter-strassen--umgekippter-lkw-blockiert-landstrasse-37273670.html,0,www.stern.de,Wetter: Wegen glatter Straßen: Umgekippter Lkw blockiert Landstraße,Stödtlen (lsw) - Glatte Straßen und Schnee haben im Süden Baden-Württembergs zu mehreren Unfällen geführt. Im Ostalbkreis ist am Morgen ein Lastwagen auf,https://image.stern.de/37273672/t/Lw/v1/w1440/r1.7778/-/01--ygtwo3vogsv4axs2048jpeg---f6ca161b47eb1edd.jpg,2026-04-01T05:20:10Z,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Rutschpartien, Blechschäden und gesperrte Straßen: Schneebedeckte Straßen und Glätte fordern Autofahrer am Morgen heraus.
Glatte Straßen und Sch… [+937 chars]",,de,'glatte Straßen'
https://www.stern.de/gesellschaft/regional/bayern/wetter--dwd-warnt-vor-glaette---fruehlingsluft-laesst-auf-sich-warten-37276826.html,https://www.stern.de/gesellschaft/regional/bayern/wetter--dwd-warnt-vor-glaette---fruehlingsluft-laesst-auf-sich-warten-37276826.html,0,www.stern.de,Wetter: DWD warnt vor Glätte – Frühlingsluft lässt auf sich warten,München (lby) - Noch einmal Frost - und vielleicht auch noch einmal ein bisschen Schnee. Zumindest in den Bergen. Der Winter hält sich auch zu Beginn des,https://image.stern.de/37276828/t/8U/v1/w1440/r1.7778/-/02--csrbhs6yltv3axs2048jpeg---2206b21f83647224.jpg,2026-04-02T03:58:44Z,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Glatte Straßen am Morgen, Sonne am Tag doch in den Bergen bleibt der Winter tückisch. Dort drohen Lawinen.
Noch einmal Frost - und vielleicht au… [+1449 chars]",,de,'Glätte'
https://www.zeit.de/news/2026-04/02/dwd-warnt-vor-glaette-fruehlingsluft-laesst-auf-sich-warten,https://www.zeit.de/news/2026-04/02/dwd-warnt-vor-glaette-fruehlingsluft-laesst-auf-sich-warten,0,www.zeit.de,Wetter: DWD warnt vor Glätte – Frühlingsluft lässt auf sich warten,Hier finden Sie Informationen zu dem Thema „Wetter“. Lesen Sie jetzt „DWD warnt vor Glätte – Frühlingsluft lässt auf sich warten“.,https://img.zeit.de/news/2026-04/02/dwd-warnt-vor-glaette-fruehlingsluft-laesst-auf-sich-warten-image-group/wide__1300x731,2026-04-02T03:58:44Z,,Noch einmal Frost - und vielleicht auch noch einmal ein bisschen Schnee. Zumindest in den Bergen. Der Winter hält sich auch zu Beginn des Osterfestes zäh in Bayern - am Gründonnerstag lohnt ein Ausfl… [+1327 chars],,de,'Glätte'
https://www.sueddeutsche.de/bayern/bayern-wetter-prognose-glaette-lawinen-gefahr-li.3462533,https://www.sueddeutsche.de/bayern/bayern-wetter-prognose-glaette-lawinen-gefahr-li.3462533,0,www.sueddeutsche.de,Noch kein Frühling: Deutscher Wetterdienst warnt vor Glätte,"Glatte Straßen am Morgen, Sonne am Tag – doch in den Bergen bleibt der Winter tückisch. Dort drohen Lawinen.",https://www.sueddeutsche.de/2026/04/02/2168a8ed-728e-4d5c-895a-e4d14cd1edcf.jpg?q=60&fm=webp&width=1200&rect=0%2C209%2C4000%2C2250,2026-04-02T06:48:45Z,,Der Deutsche Wetterdienst (DWD) sagt für den Morgen des Gründonnerstags zunächst Frost voraus und warnt vor allem in Alpennähe vor Glätte durch überfrierende Nässe. Dann aber setzt sich fast überall … [+995 chars],,de,'glatte Straßen'
https://www.stern.de/panorama/wetter/warnung-vor-schneefall--karte-zeigt-aktuelle-warnungen-des-dwd-35919622.html,https://www.stern.de/panorama/wetter/warnung-vor-schneefall--karte-zeigt-aktuelle-warnungen-des-dwd-35919622.html,0,www.stern.de,"Schnee, Eis, Glätte: Hier sehen Sie aktuelle Wetterwarnungen für Ihren Wohnort","Droht ein Unwetter, gibt der Deutsche Wetterdienst (DWD) eine Warnung mit Gefahrenhinweisen heraus. Sehen Sie hier, ob es aktuelle Warnungen für ihren Wohnort gibt.",https://image.stern.de/37004922/t/q_/v1/w1440/r1.7778/-/teaser-unwetter-schnee-eis-glaette.jpg,2026-04-02T07:02:00Z,,"Die Karten in diesem Artikel zeigen aktuelle Unwetterwarnungen des Deutschen Wetterdienstes (DWD). Die Warnungen sind je nach Abstufung unterschiedlich eingefärbt. Eine grüne Einfärbung bedeutet, das… [+1583 chars]",,de,'Glätte'
https://www.stern.de/gesellschaft/regional/berlin-brandenburg/dauereinsatz-gegen-splitt--stadtreinigung-beseitigt-fast-10-000-tonnen-splitt-37278948.html,https://www.stern.de/gesellschaft/regional/berlin-brandenburg/dauereinsatz-gegen-splitt--stadtreinigung-beseitigt-fast-10-000-tonnen-splitt-37278948.html,0,www.stern.de,Dauereinsatz gegen Splitt: Stadtreinigung beseitigt fast 10.000 Tonnen Splitt,Während der langen Eisglätte im Januar kam ungewöhnlich viel Streusplitt zum Einsatz. Die Stadtreinigung hat ihn inzwischen fast komplett beseitigt - trotz der enormen Mengen.,https://image.stern.de/37278950/t/D0/v1/w1440/r1.7778/-/02--dxbbyr4r5uv4axs2048jpeg---80f92d2f6a0c1cdc.jpg,2026-04-02T13:35:10Z,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Während der langen Eisglätte im Januar kam ungewöhnlich viel Streusplitt zum Einsatz. Die Stadtreinigung hat ihn inzwischen fast komplett beseiti… [+1051 chars]",,de,'Glätte'
